CompanyName,ContractLength,MonthsSinceSignup,TotalTransactions,AvgTransactionValue,TotalRevenue,ProductUsageFrequency,SupportTicketsOpened,SupportTicketResolutionTime,EmailOpenRate,AccountManagerCalls,ChurnStatus
Brainverse,14,70,226,682.55,666771.41,Monthly,33,22.18,0.91,20,0
Babbleset,13,63,121,842.61,653040.54,Weekly,25,15.54,0.24,11,0
Jatri,20,119,688,949.57,709594.65,Monthly,42,20.48,0.05,11,0
Brainverse,4,97,89,873.7,62688.5,Daily,15,2.16,0.74,6,1
Meetz,33,69,54,406.76,581013.51,Monthly,46,10.14,0.67,19,0
Oba,26,44,29,818.97,667744.71,Weekly,24,13.83,0.62,15,0
Eidel,26,97,147,867.65,21665.63,Weekly,28,5.05,0.05,0,1
Camido,20,106,825,99.51,68709.02,Monthly,15,1.43,0.95,4,1
JumpXS,8,18,824,560.09,525968.56,Daily,39,18.93,0.99,11,1
Jetpulse,16,57,659,505.73,722220.4,Daily,11,13.85,0.1,8,1
Blogtags,26,12,631,799.54,456343.77,Weekly,4,22.19,0.7,20,1
Livetube,11,44,376,102.44,382488.46,Monthly,45,13.9,0.91,19,1
Brightbean,20,13,526,254.52,790699.97,Weekly,44,2.81,0.31,6,1
Oyoba,33,94,424,817.73,468282.19,Daily,23,6.69,0.76,9,1
Zoozzy,5,38,579,796.41,516250.53,Daily,19,22.23,0.08,7,0
Zoonder,5,4,433,12.92,801135.0,Weekly,14,3.52,0.05,19,0
Trilith,24,55,802,413.45,450995.39,Monthly,1,11.74,0.27,17,0
Muxo,36,4,748,275.13,402617.68,Monthly,28,22.38,0.65,2,1
Skyvu,8,2,491,377.65,532229.36,Monthly,5,13.42,0.81,9,0
Dynabox,34,66,499,90.61,45940.36,Weekly,14,18.11,0.16,8,1
Babblestorm,7,40,385,144.53,353364.39,Monthly,16,22.21,0.54,14,0
Quire,23,18,525,782.7,759903.02,Weekly,10,3.91,0.9,20,0
Eadel,9,65,640,676.08,709052.07,Daily,24,10.58,0.93,10,1
Brightdog,7,25,881,184.21,610486.82,Daily,31,10.19,0.27,1,0
Zoovu,25,78,112,934.71,862320.52,Weekly,18,3.99,0.43,9,0
Livetube,13,33,108,983.53,510030.64,Weekly,38,23.46,0.49,3,1
Fiveclub,32,90,534,821.75,191652.29,Weekly,16,17.69,0.51,14,1
Twitterlist,34,18,153,900.95,352452.41,Daily,42,9.16,0.65,5,1
Jaloo,36,37,457,389.33,913066.18,Monthly,0,13.9,0.29,2,1
Roombo,20,4,934,127.31,226450.59,Monthly,31,23.02,0.78,16,0
Quinu,8,106,873,92.55,405880.94,Daily,49,22.7,0.04,4,0
Realbridge,21,2,574,635.86,612703.4,Monthly,23,10.21,0.85,0,1
Flashset,11,93,607,567.4,918331.6,Monthly,19,7.73,0.82,0,1
Zoovu,24,9,725,244.27,189653.8,Monthly,50,22.14,0.79,5,1
Wordtune,5,59,537,462.8,7434.14,Daily,11,1.72,0.72,19,0
Omba,16,16,434,382.44,144288.18,Monthly,9,3.41,0.22,20,0
Zoovu,35,12,454,7.1,342750.26,Monthly,17,6.49,0.84,8,1
Realcube,2,33,171,248.3,789833.14,Daily,6,16.73,0.09,4,1
Photobug,20,86,99,661.19,770039.33,Monthly,27,8.57,0.83,16,0
Eabox,6,66,99,926.7,377334.6,Weekly,11,4.17,0.81,2,0
Brightbean,9,31,66,290.34,206848.6,Daily,0,7.28,0.38,19,0
Roodel,36,39,647,816.34,151062.52,Daily,31,23.11,0.42,8,0
Youopia,20,81,599,989.25,571345.2,Monthly,2,9.54,0.32,18,1
Shuffledrive,34,12,609,981.04,25812.95,Daily,26,23.51,0.39,2,1
Lazzy,26,73,63,213.74,643468.22,Monthly,9,18.13,0.92,4,0
Skyble,14,16,95,317.3,835863.43,Monthly,36,18.39,0.92,12,1
Oyonder,29,17,260,180.66,421913.24,Weekly,16,20.13,0.08,16,1
Rhybox,32,25,388,905.24,168612.57,Weekly,0,20.95,0.9,14,0
Twinder,13,28,583,533.01,760482.72,Daily,14,6.34,0.52,6,0
Gabvine,9,29,691,708.98,446326.37,Weekly,9,11.16,0.51,13,1
Skilith,35,68,923,1.24,708092.13,Weekly,20,18.78,0.08,8,0
Kwimbee,36,29,620,408.79,731447.63,Weekly,34,11.44,0.07,9,1
Oyondu,3,97,325,319.7,34.79,Daily,5,10.88,0.09,16,0
Quinu,9,93,21,178.77,752061.56,Monthly,29,3.32,0.49,1,0
Innotype,19,11,44,88.99,212925.64,Daily,9,2.71,0.66,15,1
Jaxbean,5,4,708,111.19,155892.8,Daily,5,5.68,0.85,4,0
Dablist,11,39,344,345.33,369645.27,Monthly,36,2.22,0.86,15,0
Brainsphere,28,90,297,839.95,24444.83,Weekly,5,19.54,0.2,5,0
Quimba,19,73,880,824.74,91964.76,Monthly,14,23.24,0.68,6,1
Cogidoo,14,31,681,499.24,257977.45,Daily,33,3.79,0.39,0,1
Eadel,33,45,464,220.98,425581.75,Weekly,21,1.0,0.93,17,0
Janyx,9,117,860,309.49,794584.87,Daily,15,19.25,0.64,12,0
Babbleopia,3,85,461,286.43,395011.13,Daily,50,2.72,0.35,19,1
Blogtag,3,80,744,63.13,723368.74,Daily,21,14.87,0.27,6,1
Thoughtbridge,18,2,299,802.26,543184.6,Weekly,37,13.23,0.41,15,0
Wordtune,35,10,418,884.35,921142.52,Weekly,36,14.01,0.53,9,1
Mudo,6,44,405,274.98,33921.44,Weekly,44,12.69,0.29,16,0
Meevee,6,23,739,125.74,22882.93,Weekly,38,4.92,0.57,18,0
Npath,24,27,56,530.97,762705.43,Weekly,20,9.16,0.43,8,1
Nlounge,27,115,56,460.39,271100.28,Monthly,37,0.93,0.99,4,0
Twitterbridge,2,3,792,987.09,479565.17,Daily,38,4.12,0.08,17,1
Topicstorm,4,91,390,6.49,590784.02,Daily,46,17.14,0.21,1,0
Lazz,7,65,82,908.41,406476.31,Daily,13,22.61,0.71,19,0
Twitterworks,18,28,258,26.65,117891.49,Daily,29,7.1,0.97,9,1
Skinte,27,81,484,463.24,85996.18,Weekly,16,10.17,0.07,10,1
Skipfire,16,39,294,65.37,993485.14,Monthly,47,22.69,0.86,19,0
Yacero,7,32,436,961.12,156479.96,Daily,30,19.15,0.56,16,0
Skinix,24,1,912,254.79,453771.36,Monthly,31,19.35,0.75,2,1
Leexo,27,30,411,291.57,695523.91,Weekly,0,11.56,0.72,19,0
Demimbu,11,119,825,466.06,663046.98,Daily,10,15.7,0.89,11,0
Katz,17,43,299,447.01,173643.23,Daily,15,7.53,0.89,20,0
Feedbug,5,84,487,83.93,550264.67,Monthly,2,7.0,0.94,16,0
Pixoboo,9,87,311,809.6,7168.02,Daily,35,8.44,0.54,2,1
Jayo,29,61,777,678.55,104310.73,Weekly,2,14.74,0.84,11,0
Livetube,33,56,57,279.06,665416.47,Daily,43,3.8,0.97,1,1
Buzzshare,25,45,919,125.22,124902.92,Daily,11,15.93,0.54,5,0
Latz,9,82,545,124.8,433492.87,Monthly,45,5.45,0.44,18,0
Geba,11,114,641,40.82,385681.52,Daily,42,14.57,0.66,7,1
Bubblemix,8,44,887,475.74,264855.27,Monthly,18,9.0,0.66,10,1
Twitterbridge,36,118,764,170.12,527887.52,Daily,11,7.32,0.72,4,0
Centizu,26,24,805,766.56,620763.86,Monthly,13,8.95,0.98,11,0
Tagfeed,28,47,598,96.83,320809.14,Daily,34,3.45,0.55,5,1
Dabjam,25,39,877,511.47,230306.62,Weekly,49,7.48,0.51,7,1
Ozu,25,11,701,571.5,179271.83,Daily,30,5.25,0.47,10,0
Mycat,3,34,198,293.73,6938.67,Daily,40,22.04,0.04,19,1
Gabtype,13,98,645,766.72,563233.43,Daily,7,15.47,0.4,11,0
Meejo,8,117,297,973.81,710490.96,Weekly,11,1.64,0.37,19,0
Avavee,33,68,127,380.37,517193.15,Daily,21,14.4,0.05,1,0
Oyoba,27,111,251,936.49,333255.3,Weekly,21,9.48,0.1,12,1
Meembee,33,100,492,310.55,137373.77,Monthly,20,21.69,0.47,4,1
Feedfire,9,70,513,234.94,845460.15,Daily,25,7.27,0.57,0,0
Wordware,31,57,384,937.76,237546.62,Weekly,48,15.84,0.81,13,1
Skinder,21,27,959,503.39,924935.95,Daily,29,14.89,0.48,8,0
Rooxo,2,118,862,404.78,141964.58,Monthly,21,1.92,0.86,3,0
Photospace,14,61,65,351.9,81426.02,Weekly,11,6.57,0.95,12,1
Katz,19,13,695,424.11,925270.61,Monthly,14,7.67,0.92,15,0
Blogtag,16,43,430,163.5,333374.97,Daily,46,14.27,0.2,19,0
Yacero,35,93,647,708.07,621100.31,Monthly,15,5.23,0.62,8,1
Jaxworks,22,98,403,125.1,439911.82,Daily,43,5.78,0.19,9,1
Yotz,4,93,428,370.22,502353.29,Weekly,47,18.65,0.24,2,0
Plambee,28,2,166,624.65,762389.62,Daily,31,0.19,0.76,1,0
Dynazzy,18,80,326,964.6,834015.56,Daily,28,6.42,0.81,20,0
Abatz,24,42,527,505.05,727498.76,Monthly,27,14.1,0.11,13,0
Tekfly,20,79,432,313.49,970817.09,Weekly,46,11.27,0.33,3,1
Gabvine,9,30,843,692.49,265702.22,Daily,11,12.26,0.33,17,1
Devify,5,101,888,355.33,496344.35,Weekly,43,18.53,0.52,7,0
Twimbo,3,73,85,133.62,24103.42,Daily,31,1.15,1.0,14,1
Skinder,28,36,995,423.66,928279.49,Monthly,33,23.17,0.95,11,1
Realmix,29,106,321,460.41,126641.05,Monthly,21,22.88,0.82,9,0
Flipopia,12,78,726,793.55,951404.16,Weekly,29,4.54,0.64,19,1
Vimbo,32,107,591,241.35,648108.44,Monthly,44,10.33,0.24,8,1
Eire,16,116,799,472.13,679036.17,Daily,23,6.83,0.16,20,0
Tazz,23,12,758,736.57,208701.06,Monthly,30,19.49,0.45,3,0
Voomm,10,22,854,307.44,212921.09,Weekly,19,12.01,0.17,18,0
Blogpad,15,81,614,101.9,281239.5,Weekly,24,20.39,0.05,18,1
Yoveo,35,107,685,434.31,536046.65,Weekly,20,1.46,0.89,20,1
JumpXS,30,0,38,755.89,669918.53,Daily,7,7.01,0.09,0,1
Eire,31,6,973,147.97,845012.37,Daily,7,2.26,0.24,0,1
Dynazzy,11,41,345,753.83,228660.61,Monthly,33,22.31,0.99,12,0
Skimia,28,46,963,564.43,97107.55,Weekly,6,10.35,0.01,6,1
Talane,20,81,248,248.07,724568.64,Monthly,47,2.15,0.71,8,0
Devbug,6,16,338,378.67,793273.42,Weekly,35,10.16,0.64,6,0
Brightdog,30,35,713,584.54,949778.76,Weekly,0,20.08,0.55,1,1
Realcube,15,28,920,443.13,709081.44,Daily,19,3.47,0.23,0,0
Dynava,14,108,516,823.4,324547.29,Monthly,31,18.85,0.88,5,1
Bluejam,33,7,958,987.74,370241.99,Monthly,15,4.28,0.69,19,0
Browsecat,9,65,940,710.73,823689.11,Monthly,42,4.81,0.17,13,0
Livepath,20,92,606,106.59,276894.34,Daily,31,0.41,0.33,15,0
Twitterwire,1,94,48,253.02,55706.32,Weekly,50,15.03,0.38,11,1
Fiveclub,35,114,441,775.24,992779.06,Monthly,35,3.03,0.91,6,1
Latz,11,67,669,965.49,434904.13,Monthly,28,23.08,0.67,20,1
Quinu,9,33,937,366.95,533445.56,Weekly,35,4.47,0.64,12,1
Thoughtbridge,12,6,592,707.19,256836.51,Monthly,10,2.96,0.69,19,0
Skyble,32,50,933,204.32,974571.05,Monthly,39,2.82,0.42,17,0
Jaxspan,3,70,305,573.61,868518.17,Monthly,35,22.91,0.01,4,0
Quimba,30,113,953,259.69,354347.74,Daily,5,21.12,0.37,10,0
Voomm,5,113,788,817.93,503130.61,Weekly,5,0.24,0.21,18,0
Dabtype,15,96,580,540.19,416647.36,Monthly,21,9.76,0.82,12,0
Ainyx,21,72,86,512.06,935553.92,Daily,31,1.33,0.51,15,1
Avamba,14,97,951,109.25,29996.54,Monthly,35,14.45,0.75,17,1
Eare,27,63,309,123.08,99001.93,Daily,5,5.92,0.15,18,1
Wikivu,36,81,269,429.78,242773.2,Weekly,6,19.33,0.67,11,0
Twimm,2,10,513,991.88,853799.59,Daily,23,6.78,0.43,7,1
Meemm,30,96,465,822.19,894878.46,Daily,35,9.61,0.91,17,0
Skinte,1,107,204,761.36,103134.58,Weekly,12,22.53,0.63,12,1
Jaloo,7,53,536,362.95,545017.84,Weekly,31,18.75,0.78,5,0
Ozu,18,38,648,392.69,966345.76,Monthly,8,7.28,0.34,16,1
Dynabox,6,34,600,480.68,924570.66,Weekly,46,18.15,0.52,8,1
Jaxbean,21,33,34,601.09,46999.78,Monthly,16,16.24,0.51,15,0
Avavee,3,61,35,198.27,8378.64,Monthly,27,9.1,0.34,3,1
Tekfly,17,93,752,955.59,689198.12,Daily,47,23.5,0.45,11,1
Mudo,18,35,203,424.99,828564.26,Weekly,5,2.62,0.3,7,1
Gigashots,1,113,235,229.35,256582.63,Weekly,10,7.46,0.88,18,0
Jaxspan,16,70,290,356.64,785441.46,Monthly,39,3.85,0.33,20,1
Blogspan,18,94,152,11.32,211985.98,Weekly,46,15.44,0.78,0,1
Quimba,3,1,774,691.35,650286.41,Daily,22,12.11,0.19,20,0
Edgeclub,28,74,394,625.97,336268.89,Daily,39,11.69,0.0,3,1
Skimia,10,85,476,565.2,486729.49,Monthly,12,12.71,0.92,4,1
Twitternation,9,55,180,924.48,404443.5,Monthly,1,19.2,0.66,18,0
Blogtags,33,110,948,596.0,436646.77,Monthly,13,1.24,0.2,7,1
Eidel,14,61,975,73.76,460528.82,Monthly,13,12.74,0.23,7,0
Zazio,31,49,669,195.08,451490.93,Daily,24,9.33,0.18,18,0
Rooxo,20,9,83,349.07,133980.85,Daily,35,18.14,0.72,9,0
Skynoodle,14,50,891,830.84,780910.46,Daily,11,6.86,0.75,3,1
Flipopia,13,14,813,482.93,892381.38,Daily,46,21.68,0.56,13,1
Eire,30,77,220,94.47,34580.75,Monthly,11,4.02,0.19,3,0
Skaboo,26,65,241,705.79,221147.67,Weekly,26,15.52,0.51,4,1
Gabvine,28,26,613,712.41,486301.46,Monthly,24,15.23,0.51,19,0
Centizu,21,102,432,358.06,294403.6,Weekly,37,2.16,0.86,7,0
Devpulse,31,116,120,174.92,433817.71,Weekly,13,2.25,0.42,17,1
Gabtune,1,90,57,145.82,342002.95,Daily,5,16.51,0.85,2,1
Dynazzy,34,102,762,460.75,975690.45,Monthly,37,1.4,0.5,3,0
Oyoyo,33,90,983,855.71,863288.78,Weekly,16,14.02,0.24,12,1
LiveZ,8,43,957,839.35,240225.03,Monthly,33,1.47,0.08,20,1
Twinte,2,15,292,321.86,479728.97,Daily,5,6.32,0.66,0,1
Flashset,24,110,16,721.59,445202.74,Daily,37,14.49,1.0,8,0
Gevee,1,51,209,654.81,788548.56,Weekly,35,19.93,0.09,5,1
Yombu,28,109,930,124.01,953019.18,Daily,35,9.77,0.93,14,1
Nlounge,21,8,595,781.37,356822.12,Daily,31,18.99,0.13,9,1
Twitterbeat,7,66,307,761.5,671747.76,Daily,24,15.65,0.27,6,0
Skibox,6,41,202,344.68,852221.85,Daily,47,17.12,0.84,10,1
Omba,32,13,222,810.01,471940.09,Weekly,38,11.22,0.92,6,0
Skippad,15,58,226,467.95,106338.51,Weekly,41,17.62,0.58,5,1
Twitterbeat,36,53,186,394.27,965886.48,Monthly,44,20.6,0.37,1,0
Brainverse,14,104,147,88.08,611366.39,Monthly,16,13.99,0.59,4,1
Youbridge,14,104,865,104.81,551084.0,Monthly,18,7.11,0.25,8,1
Browsetype,21,41,876,141.9,256882.08,Monthly,2,18.63,0.19,7,0
Gevee,22,55,85,87.49,932938.76,Weekly,40,5.8,0.96,12,1
Yodel,19,90,798,191.03,681405.02,Daily,19,20.11,0.35,2,0
Vipe,36,105,691,946.81,850541.55,Monthly,11,1.85,0.86,12,1
Dynava,21,40,599,8.92,121417.77,Monthly,48,23.39,0.17,16,1
Jaloo,16,114,528,348.18,701442.97,Monthly,20,6.44,0.98,4,1
Dynazzy,22,38,303,223.49,453668.54,Weekly,16,12.57,0.42,12,1
Vitz,17,75,332,32.06,823031.22,Daily,31,8.62,0.4,20,0
Skimia,10,62,463,575.01,78017.28,Monthly,5,20.69,0.45,11,0
Myworks,8,16,79,518.21,38698.9,Daily,15,0.48,0.23,11,0
Eabox,3,107,559,441.96,137752.1,Daily,3,19.5,0.31,20,1
Yodoo,8,83,739,154.08,675428.83,Monthly,42,23.82,0.89,13,1
Centidel,21,64,284,164.27,591581.02,Monthly,22,14.59,0.91,13,1
Wikibox,19,111,309,567.48,882135.0,Monthly,34,14.98,0.23,14,0
Skinder,35,27,386,463.93,191604.88,Monthly,38,0.64,0.05,15,1
Bubblemix,9,76,303,977.86,297830.6,Daily,37,10.82,0.35,0,1
Viva,23,50,297,415.94,967462.53,Weekly,32,10.01,0.43,19,0
Vitz,25,36,230,538.18,27984.89,Monthly,46,22.86,0.55,17,0
Twitterbeat,28,18,712,279.98,2481.44,Weekly,10,12.97,0.68,4,0
Edgetag,11,6,751,851.41,233928.43,Daily,17,5.68,0.47,6,0
Kwimbee,35,64,134,708.92,338883.11,Weekly,29,1.03,0.94,13,0
Brainverse,13,55,836,987.6,373591.91,Weekly,32,18.91,0.71,7,1
Feedmix,13,54,149,79.35,313469.27,Weekly,48,21.79,0.75,7,0
Abatz,5,48,980,255.41,224772.71,Weekly,37,14.37,0.35,18,0
Realfire,7,98,487,343.87,171385.08,Monthly,12,17.6,0.96,5,0
Browsedrive,27,81,694,763.14,712495.78,Daily,40,11.45,0.53,8,0
Jabberstorm,20,75,917,277.93,40195.74,Daily,7,3.08,0.69,3,0
Yakidoo,8,92,914,336.31,152865.63,Monthly,0,19.28,0.6,1,1
BlogXS,26,7,699,492.75,982858.59,Daily,32,5.94,0.31,17,1
LiveZ,22,61,919,748.29,270607.24,Monthly,17,18.13,0.97,12,0
Blogspan,1,39,673,48.17,356201.42,Weekly,20,17.48,0.55,11,0
Edgetag,32,84,411,345.35,876412.04,Weekly,9,4.82,0.87,7,0
Yodo,32,35,65,662.04,877625.52,Daily,25,21.07,0.94,9,1
Trilia,1,74,812,423.57,695665.62,Daily,42,20.42,0.33,2,0
Devpoint,20,48,607,235.05,207996.74,Monthly,7,2.11,0.13,8,1
Vimbo,30,67,991,995.64,634414.58,Monthly,43,20.29,0.05,5,0
Browsezoom,20,66,79,818.45,888871.5,Weekly,48,2.26,0.0,0,0
Oyonder,34,76,851,556.55,43093.66,Monthly,23,22.69,0.98,18,0
Brainlounge,11,76,473,292.29,694190.35,Weekly,30,13.57,0.26,18,1
Oba,22,31,705,797.18,218785.7,Weekly,27,0.41,0.8,20,1
Latz,26,24,825,455.34,445959.69,Monthly,2,15.08,0.84,2,0
Shufflebeat,13,75,612,534.54,458472.83,Monthly,18,10.18,0.67,19,1
Divanoodle,14,12,457,351.47,77675.52,Daily,28,17.52,0.74,1,1
Dynava,8,63,991,493.56,648239.71,Weekly,26,9.37,0.83,4,0
Twinder,31,68,249,524.78,790468.62,Weekly,27,14.53,0.29,5,1
Jaxworks,1,34,883,412.19,212246.86,Monthly,37,11.41,0.65,14,1
Eidel,18,60,347,63.88,455077.1,Daily,6,18.47,0.98,0,1
Dabfeed,27,52,986,921.57,965341.04,Weekly,2,12.91,0.7,2,1
Dabfeed,28,67,686,373.11,265262.56,Monthly,23,9.87,0.32,12,1
Bubblemix,29,73,212,382.91,820092.75,Weekly,26,16.02,0.46,17,1
Trilith,33,118,999,233.36,292970.07,Monthly,18,4.45,0.68,1,1
Thoughtbridge,24,119,382,523.18,1857.66,Daily,39,6.14,0.14,4,1
Jetwire,11,37,513,860.07,795203.24,Weekly,6,6.31,0.92,16,1
Shuffletag,1,15,773,663.14,545180.24,Weekly,3,6.68,0.01,11,1
Jetpulse,22,31,940,701.68,269951.17,Weekly,36,8.89,0.98,5,1
Dynabox,17,110,851,345.37,646099.92,Weekly,39,17.59,0.77,1,1
Kwinu,24,91,647,386.31,444398.77,Weekly,1,23.23,0.28,3,0
Photobug,33,13,287,511.97,631947.74,Daily,13,18.2,0.5,16,0
Rhybox,18,2,648,411.9,899651.39,Monthly,41,0.46,0.44,1,1
Pixope,22,64,823,402.3,897636.25,Monthly,38,6.66,0.83,17,1
Meezzy,1,33,746,271.67,67570.44,Daily,4,0.64,0.11,13,0
Cogidoo,19,101,630,199.87,700956.5,Daily,15,8.93,0.53,3,1
Muxo,7,70,647,474.82,622178.85,Daily,5,9.13,0.44,20,1
Topiczoom,2,96,736,152.28,885250.91,Monthly,9,16.57,0.51,12,0
Tagpad,15,97,709,111.43,370773.3,Monthly,44,6.45,0.97,13,1
Tagpad,28,1,156,768.3,28897.16,Weekly,5,20.59,0.43,9,0
Digitube,8,68,211,405.93,446044.85,Daily,5,5.64,0.82,8,0
DabZ,36,28,383,374.29,816820.19,Monthly,40,21.58,0.02,11,0
Meezzy,35,108,945,410.88,7412.05,Daily,23,13.76,0.04,7,1
Edgeclub,20,27,83,697.3,639389.64,Monthly,22,19.92,0.88,19,1
Buzzdog,29,49,411,21.84,270446.2,Monthly,36,23.85,0.85,3,1
Dabtype,1,98,239,483.84,305127.79,Weekly,39,4.89,0.31,1,0
Mita,7,92,618,609.15,95936.95,Weekly,19,6.4,0.74,1,0
Youspan,27,18,557,274.85,869376.78,Daily,33,5.63,0.56,16,0
Jayo,11,81,207,51.0,331556.05,Weekly,17,18.23,0.07,4,0
Meezzy,6,112,81,675.54,685212.72,Monthly,49,4.27,0.13,0,1
Jabberstorm,10,62,567,162.27,244729.72,Monthly,50,12.7,0.7,19,0
Linklinks,28,4,626,25.25,20911.91,Daily,0,1.29,0.02,13,1
Oyoloo,13,102,147,616.59,865188.37,Monthly,15,18.79,0.26,9,1
Wikibox,19,49,556,375.17,602931.53,Weekly,24,20.5,0.66,9,1
Quire,35,85,191,766.45,174701.38,Monthly,32,3.5,0.37,11,1
Edgeify,5,54,724,492.36,129915.97,Weekly,35,12.99,0.77,6,0
Mydeo,31,44,850,858.65,392918.86,Monthly,27,3.26,0.38,5,1
Gigaclub,12,36,612,374.92,754418.39,Daily,28,20.5,0.47,9,1
Yambee,13,29,19,678.55,921174.14,Monthly,47,20.24,0.22,15,0
Photospace,18,113,59,161.58,528325.66,Monthly,18,15.44,0.16,0,0
Abata,1,80,512,319.73,524547.86,Monthly,13,21.58,0.12,6,0
Kwinu,18,32,341,876.21,288512.58,Monthly,48,0.8,0.91,7,1
Twitterbridge,7,74,283,713.7,854488.67,Weekly,25,16.73,0.51,18,0
Roodel,18,69,619,432.39,315560.2,Weekly,10,15.55,0.41,1,1
Topicblab,30,62,733,862.54,861644.66,Daily,26,21.83,0.85,19,1
Zooveo,9,77,788,820.5,613765.05,Weekly,31,5.73,0.67,15,0
Aibox,12,111,969,737.89,565774.95,Weekly,16,23.44,0.26,4,1
Vinte,21,32,806,906.48,543188.28,Monthly,35,16.64,0.05,18,0
Eare,14,34,445,796.33,7301.82,Weekly,6,15.22,0.34,2,1
Mita,32,2,733,166.13,539002.06,Monthly,50,14.22,0.77,10,1
Edgetag,7,102,586,336.25,639671.11,Weekly,44,4.16,0.41,16,0
Browseblab,36,48,277,163.67,437406.19,Monthly,46,4.08,0.31,12,1
Photobean,8,117,893,708.13,443935.65,Monthly,29,18.08,0.25,4,1
Dynabox,19,89,368,30.99,677767.67,Monthly,2,12.6,0.71,5,0
Linkbridge,14,118,271,224.56,627961.38,Weekly,7,1.31,0.52,3,0
Realbuzz,1,33,433,898.73,481833.15,Weekly,38,11.54,0.3,20,1
Photojam,13,116,188,336.7,938212.35,Weekly,47,12.7,0.46,10,0
Rhynyx,16,106,347,595.98,522163.77,Monthly,36,21.49,0.99,16,0
Aimbu,28,41,199,98.71,176357.93,Daily,19,8.98,0.98,16,1
